_id,createdAt,desc,images,publishedAt,source,type,url,used,who,_date
5c121a1c9d21223f5a2bae9c,2018-12-13 08:36:44.189,带进度条的imageview.,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58g43gcbg309k0eokjp'],2018-12-13 00:00:00.000,chrome,Android,https://github.com/gungoren/ProgressableImageView,True,lijinshanmx,2018-12-13
5c121a7e9d21223f5a2bae9d,2018-12-13 08:38:22.420,Regret是一个Android库，适用于想要实现撤消/重做功能的应用.,,2018-12-13 00:00:00.000,chrome,Android,https://github.com/Muddz/Regret,True,lijinshanmx,2018-12-13
5c121a9c9d21223f5c4439ce,2018-12-13 08:38:52.941,Android ChartView 可滑动的自动回滚图表控件、自定义View属性、折线曲线图表，仿Keep运动数据图表，可设置线条和阴影渐变色.,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58g5vv2cg308c0eunpd'],2018-12-13 00:00:00.000,chrome,Android,https://github.com/Victory-Over/SuperChartView,True,lijinshanmx,2018-12-13
5c121ab99d21223f5c4439d0,2018-12-13 08:39:21.295,在Android中登录用户界面，具有创新，美观和创意背景.,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58g6igjqj30k0140qfd', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fy58g7mn5oj30k0140ds2']",2018-12-13 00:00:00.000,chrome,Android,https://github.com/Shashank02051997/LoginUI-Android,True,lijinshanmx,2018-12-13
5c121b069d21223f5c4439d1,2018-12-13 08:40:38.786,一个可以随处拖曳FloatingActionButton，边缘自动吸附，可设置按钮悬浮透明度。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58g8yce9g30a00hs4qp'],2018-12-13 00:00:00.000,chrome,Android,https://github.com/wangfeng19930909/DragFloatingActionButton,True,lijinshanmx,2018-12-13
5c121b2d9d21223f60727cc7,2018-12-13 08:41:17.730,一个使用回收视图的微调器，可以实现更快的滚动.,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58gabpjvg30b40n5hdt'],2018-12-13 00:00:00.000,chrome,Android,https://github.com/DarkionAvey/SwipeSpinnerWidget,True,lijinshanmx,2018-12-13
5c121d4a9d21223f60727cc8,2018-12-13 08:50:18.658,一个提供高级API来控制WKWebView的Swift库。,,2018-12-13 00:00:00.000,chrome,iOS,https://github.com/LinusU/Marionette,True,lijinshanmx,2018-12-13
5c121e1b9d21223f60727cca,2018-12-13 08:53:47.716,集合视图布局是一组用于iOS的自定义流布局，它模仿移动应用程序的通用数据网格方法。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58galdavj30n01dsmzs'],2018-12-13 00:00:00.000,chrome,iOS,https://github.com/ahmedAlmasri/SNCollectionViewLayout,True,lijinshanmx,2018-12-13
5c121e889d21223f60727ccb,2018-12-13 08:55:36.985,一个仿Apple的Apple Music播放器和Shortcuts组件视图的自定义UI组件.,['https://ww1.sinaimg.cn/large/0073sXn7gy1fy58k2wu7tg30dc0s97wm'],2018-12-13 00:00:00.000,chrome,iOS,https://github.com/jVirus/drawer-view,True,lijinshanmx,2018-12-13
5c121f2c9d21223f60727ccc,2018-12-13 08:58:20.378,由微信开发的高效，小型移动键值存储框架。 适用于iOS，macOS和Android。,,2018-12-13 00:00:00.000,chrome,iOS,https://github.com/Tencent/MMKV,True,lijinshanmx,2018-12-13
5c12212c9d21223f57f13479,2018-12-13 09:06:52.785,#看看寒冷的哈尔滨，刚洗完不到半个小时的衣服.,,2018-12-13 00:00:00.000,web,休息视频,https://v.douyin.com/8AQBdu/,True,lijinshanmx,2018-12-13
5c12216d9d21223f5a2baea2,2018-12-13 09:07:57.200,2018-12-13,,2018-12-13 00:00:00.000,web,福利,https://ws1.sinaimg.cn/large/0065oQSqgy1fy58bi1wlgj30sg10hguu.jpg,True,lijinshanmx,2018-12-13
5be404e49d21223dd88989d3,2018-11-08 09:41:56.840,"微博,微信图库效果,微信视频拖放效果","['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno5tb0h2g308w0g01l3', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno5xiiyrg308w0g0npi']",2018-11-28 00:00:00.000,web,Android,https://github.com/moyokoo/Diooto,True,miaoyj,2018-11-28
5bf2281f9d21223ddba8ca16,2018-11-19 03:03:59.860,Android RecyclerView Swipe Helper，用于处理每个方向的多个操作。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno63iuwng30aw07o4qs'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/bufferapp/MultiActionSwipeHelper,True,lijinshanmx,2018-11-28
5bf67e5b9d21223dd8898a01,2018-11-28 03:40:19.457,彩色二维码。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno81ar12j31lk0rxq6s'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/jabcode/jabcode,True,galois,2018-11-28
5bf8bad89d21223dd8898a08,2018-11-28 04:22:55.510,状态切换，让View状态的切换和Activity彻底分离开。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno82s497j30k00zkgmt', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno836mamj30k00zk0t4', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno83elg8j30k00zk74n', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8a4t79j30k00zkaau', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8afptjj30u01hc406']",2018-11-28 00:00:00.000,web,Android,https://github.com/yangchong211/YCStateLayout,True,潇湘剑雨,2018-11-28
5bfdef389d212230a505d139,2018-11-28 03:41:35.737,一个轻量级版本更新弹窗。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8bhivcj308c0goaac'],2018-11-28 00:00:00.000,web,Android,https://github.com/yangchong211/YCUpdateApp,True,潇湘剑雨,2018-11-28
5bfe106b9d212230a505d13a,2018-11-28 03:50:03.453,"一个""高级""的安卓模板工程。","['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8boymtj307i0f0jst', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8bughtj307i0f00st', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8bz8laj307i0f0mxd', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8c3m82j307i0f0jrf', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8crc2jg30900i0hbu']",2018-11-28 00:00:00.000,chrome,Android,https://github.com/getActivity/AndroidProject,True,lijinshanmx,2018-11-28
5bfe11359d2122308e7445bb,2018-11-28 03:53:25.547,Simplegraph是用于简单图形视图的android库，类似于您在硬币交换站点上看到的。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8db6uwj305k0b4q55'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/franticnick/simplegraph,True,lijinshanmx,2018-11-28
5bfe11669d212230a505d13c,2018-11-28 03:54:14.634,用于模糊视图背景的库。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno9fgnepg30m80gokjn'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/danielzeller/Blur-LIB-Android,True,lijinshanmx,2018-11-28
5bfe11fc9d2122309ed76716,2018-11-28 03:56:44.414,使用lua语言了开发android应用。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno9mmdcjg30bs0kq47e', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno9tikx7g30bs0kqmzx', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno9tpjd9g30bs0kqgm8']",2018-11-28 00:00:00.000,chrome,Android,https://github.com/hanks-zyh/luaDevAndroid,True,lijinshanmx,2018-11-28
5bfe12d19d2122309624cbae,2018-11-28 04:00:17.782,适用于AndroidX的ShimmerRecyclerView。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobmepu2g30go0tnncm', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobn19fig30bo0kr7d0', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobnuw4wg30go0tnx47']",2018-11-28 00:00:00.000,chrome,Android,https://github.com/mike14u/shimmer-recyclerview-x,True,lijinshanmx,2018-11-28
5bfe138e9d2122309ed76717,2018-11-28 04:03:26.235,可以帮助您在Android应用程序中创建重叠的图像库。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnoboo943g30a00hse23'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/Mindinventory/OverlapImageGalleryView,True,lijinshanmx,2018-11-28
5bfe13ed9d2122309624cbb0,2018-11-28 04:05:01.392,Android TV Demo工程，其中包含TV常用的自定义控件，飞框效果实现，外边框效果实现，UI控件焦点自动处理，使TV开发更简单，更高效。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnoboxgjxj30r60fagnb', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobp4aq5j30nn0dhgn4', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobpx7o0j30r60fat9o']",2018-11-28 00:00:00.000,chrome,Android,https://github.com/zhangtiansheng/TVLibraryDemo,True,lijinshanmx,2018-11-28
5bfe14259d2122309624cbb2,2018-11-28 04:05:57.273,一个Android视图，提供了一个很好的向左/右滑动交互。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobrihbpg30go0tnx6s'],2018-11-28 00:00:00.000,chrome,Android,https://github.com/fennifith/SlideActionView,True,lijinshanmx,2018-11-28
5beadb859d21223ddba8ca0d,2018-11-13 14:11:17.147,web前端之“神秘”的跨域方式,,2018-11-28 00:00:00.000,web,前端,https://mp.weixin.qq.com/s/QyXsknimZVFPXP4fZByenw,True,ttdttt,2018-11-28
5bee63b19d21223ddba8ca12,2018-11-16 06:29:05.865,开源、免费、专业、简单的 React.js 在线教程,,2018-11-28 00:00:00.000,chrome,前端,https://github.com/huzidaha/react-naive-book,True,ChengZhen,2018-11-28
5bf570f99d21223dd88989fd,2018-11-21 14:51:37.576,两分钟让你知道，前端开发是用Vue.js还是Angular！,,2018-11-28 00:00:00.000,web,前端,https://mp.weixin.qq.com/s/CAXxxB1moq9XJfTNh6Wsiw,True,ttdttt,2018-11-28
5bf51a849d21223dd88989fb,2018-11-28 03:48:15.928,一个Kotlin语言开发Gank.io客户端。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno7xgrhbj30u01hc7wj', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno7z2kpsj30u01hc1kz']",2018-11-28 00:00:00.000,web,App,https://github.com/JayGengi/KotlinGankApp,True,JayGengi,2018-11-28
5bf5401e9d21223ddba8ca2c,2018-11-28 03:48:32.630,又一个功能完备的gank客户端~ ~,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno7zlr1wj30u01qcds7', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno7zw7oyj309p0juq4i', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno80n559j30u01qcx5q']",2018-11-28 00:00:00.000,web,App,https://github.com/wintonBy/Gank-With-Kotlin,True,Winton,2018-11-28
5bf8e0069d21223dd8898a0a,2018-11-24 05:22:14.220,一个使用 Flutter 编写的 GitLab 客户端，支持 IOS 和 Android。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8apj5wj30e80m8dg5', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8av1xcj30e60m8wex', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxno8b1o24j30e70m80t8']",2018-11-28 00:00:00.000,web,App,https://github.com/stefanJi/Flutter4GitLab,True,纪阳,2018-11-28
5bf61ee69d21223ddba8ca2f,2018-11-28 03:38:46.868,Android与iOS虽然差异很多，但也有共通之处，这次来看看事件分发机制方面，各有何所长,,2018-11-28 00:00:00.000,web,拓展资源,https://mp.weixin.qq.com/s/fBeeiTgWxn6xrnTe5jVqNQ,True,imononoke,2018-11-28
5bf8ba4b9d21223ddba8ca34,2018-11-28 03:43:45.663,技术博客笔记大汇总【15年10月到至今】。,,2018-11-28 00:00:00.000,web,拓展资源,https://github.com/yangchong211/YCBlogs,True,潇湘剑雨,2018-11-28
5bf8bb469d21223d7a1b0af0,2018-11-28 03:43:41.608,SnapHelper源码深度解析,,2018-11-28 00:00:00.000,web,拓展资源,https://www.jianshu.com/p/9b8e0696802d,True,潇湘剑雨,2018-11-28
5bf8bb5f9d21223d7a1b0af1,2018-11-28 03:43:36.275,App启动流程,,2018-11-28 00:00:00.000,web,拓展资源,https://www.jianshu.com/p/9502814fce23,True,潇湘剑雨,2018-11-28
5bfe14999d2122308e7445bd,2018-11-28 04:07:53.345,iOS文本视图（UIView），可正确显示LaTeX，HTML，Markdown和YouTube / Vimeo链接。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnobsosp4j30u00u0anj'],2018-11-28 00:00:00.000,chrome,iOS,https://github.com/tophat/RichTextView,True,lijinshanmx,2018-11-28
5bfe14c79d2122309ed76719,2018-11-28 04:08:39.488,ContainerView旨在通过手势的帮助，通过缩放的效果从底部添加到游戏的动态游戏，scrollView也可以控制。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnod2aicjg30b40jqb2d'],2018-11-28 00:00:00.000,chrome,iOS,https://github.com/mrustaa/ContainerView,True,lijinshanmx,2018-11-28
5bfe17599d2122308e7445bf,2018-11-28 04:19:37.770,CrownControl是一个小巧的配件，可以在不抬起拇指的情况下滚动滚动内容。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnod3otnug305k0c1qv6', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnodaeedfg305k0c1b2a', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnodfmhvsg305k0c1u12']",2018-11-28 00:00:00.000,chrome,iOS,https://github.com/huri000/CrownControl,True,lijinshanmx,2018-11-28
5bfe17799d2122308e7445c0,2018-11-28 04:20:09.260,快速实现控制器的转场和View的快速popover显示，并支持自定义动画、手势退场,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxnodg826dg3057099h3j', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnodhe5c9g30570994qq', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxnodits2eg3057099b2a']",2018-11-28 00:00:00.000,chrome,iOS,https://github.com/LoongerTao/TLTransitions,True,lijinshanmx,2018-11-28
5bfe17c39d2122309ed7671a,2018-11-28 04:21:23.423,适用于iOS的声明式，可链式和轻量级自动布局约束框架。,,2018-11-28 00:00:00.000,chrome,iOS,https://github.com/jVirus/constraints-kit,True,lijinshanmx,2018-11-28
5bfe1a2f9d2122309624cbb6,2018-11-28 04:31:43.412,#1995年马云接受浙江卫视采访，快来看看过去的马爸爸~ ~,,2018-11-28 00:00:00.000,web,休息视频,https://v.douyin.com/RoL8sn/,True,lijinshanmx,2018-11-28
5bfe1a5b9d2122309624cbb7,2018-11-28 04:32:27.338,2018-11-28,,2018-11-28 00:00:00.000,web,福利,https://ws1.sinaimg.cn/large/0065oQSqgy1fxno2dvxusj30sf10nqcm.jpg,True,lijinshanmx,2018-11-28
5874bb17421aa9315bfbe852,2018-11-19 03:32:48.481,一个简单的干货集中营客户端。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y3928wj30a00hrq3a', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y3k0ncj30a00hrq3e', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y3t5xhj30a00hrdgb', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y43m0hj30a00hraaf']",2018-11-19 00:00:00.000,web,App,https://github.com/SpiritMan/gank,True,yolo.cc,2018-11-19
5bee88339d21223dd88989e8,2018-11-19 03:28:04.430,GSYGithubApp系列Kotlin版本，完成度高，适合全方位对比学习。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7yklbimj30u0140qem'],2018-11-19 00:00:00.000,web,App,https://github.com/CarGuo/GSYGithubAppKotlin,True,Shuyu Guo,2018-11-19
5bd905e69d21223ddba8c9e6,2018-11-19 03:30:51.400,"整理了一些在平时开发中可能会碰到的问题,以及相关知识点补充,会一直保持更新下去",,2018-11-19 00:00:00.000,web,拓展资源,https://github.com/DarielChen/SwiftTips,True,Dariel,2018-11-19
5beffd3b9d21223dd88989eb,2018-11-17 11:36:27.500,如何简单高效地部署和监控分布式爬虫项目,,2018-11-19 00:00:00.000,web,拓展资源,https://juejin.im/post/5bebc5fd6fb9a04a053f3a0e,True,my8100,2018-11-19
5bf04edf9d21223d7a1b0adc,2018-11-19 02:45:20.914,开发安卓5年来经历的安卓开发方式的进化之路。值得推荐大家看看。,,2018-11-19 00:00:00.000,web,拓展资源,https://www.jianshu.com/p/44305a99c51a,True,阿韦,2018-11-19
5be14cb49d21223dd88989cc,2018-11-06 08:11:32.840,适用于iOS的简洁易用的浮动面板UI组件。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y72z9lg30980k01ky', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y7oiktg30980k0e0y']",2018-11-19 00:00:00.000,chrome,iOS,https://github.com/SCENEE/FloatingPanel,True,lijinshanmx,2018-11-19
5bf22be39d21223ddba8ca21,2018-11-19 03:28:27.402,适用于iOS应用程序的简单锁屏（Swift 4 +，iOS 11.0+）。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7z7c0x6g30lm16gk3y', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7z88svxg30lm16g159']",2018-11-19 00:00:00.000,chrome,iOS,https://github.com/mayckonx/MBSPasswordView,True,lijinshanmx,2018-11-19
5bf22c1a9d21223d7a1b0ae3,2018-11-19 03:20:58.165,iOS邮件/音乐应用程序，如演示动画。 用Objective-C编写。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7z8qoxcg309y0k67eu'],2018-11-19 00:00:00.000,chrome,iOS,https://github.com/rajdhakate/CustomPresentation,True,lijinshanmx,2018-11-19
5bf22c519d21223dd5066116,2018-11-19 03:21:53.830,基于Swift4实现的一个iOS相册选择器。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7z9rj3tg30af0itnpd', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zdj9yng30af0iqqv5', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zem9wqg30af0iohdt', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zfp9v4g30af0iqhdt']",2018-11-19 00:00:00.000,chrome,iOS,https://github.com/heyode/HEPhotoPicker,True,lijinshanmx,2018-11-19
5bf22c5f9d21223ddba8ca22,2018-11-19 03:22:07.997,iOS基本通知屏幕。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zgbdj7g308w0ii46r'],2018-11-19 00:00:00.000,chrome,iOS,https://github.com/pikachu987/NotificationView,True,lijinshanmx,2018-11-19
5bf22c8f9d21223ddba8ca24,2018-11-19 03:22:55.838,用于在iOS和Android上裁剪图像的Flutter插件。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zgm6z2j30fn0rs432'],2018-11-19 00:00:00.000,chrome,iOS,https://github.com/VolodymyrLykhonis/image_crop,True,lijinshanmx,2018-11-19
5bf22d2a9d21223dd5066118,2018-11-19 03:25:30.966,轻量级库，可以轻松模糊视图。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7zhktcyg30ig11ce81'],2018-11-19 00:00:00.000,chrome,iOS,https://github.com/touyu/BlurKit,True,lijinshanmx,2018-11-19
5be92b979d21223dd88989dc,2018-11-12 07:28:23.457,"优质爬虫, 实测效能胜过python 一天600万笔数据",,2018-11-19 00:00:00.000,web,瞎推荐,https://github.com/tim232385/PornBot/,True,Tim Liu,2018-11-19
5bf213d39d21223d7a1b0add,2018-11-19 02:45:03.100,给扔物线 HenCoder Plus 学员的一次分享文字版,,2018-11-19 00:00:00.000,web,瞎推荐,https://mp.weixin.qq.com/s/rP1vTJpoLlqj9jfj13WKeQ,True,LiuShilin,2018-11-19
5bebebc89d21223dd5066107,2018-11-14 09:32:56.867,可以轻松自定义效果的视图自由切换容器,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7y95o0zg30cw0cm1kx'],2018-11-19 00:00:00.000,web,Android,https://github.com/Marksss/AndroidAutoSwitcher,True,Mark,2018-11-19
5bed1d3e9d21223d7a1b0ad6,2018-11-15 07:16:14.289,一个简单好用的密码、验证码输入框，多样式可选。,"['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7yf5gwdg30hs0qou0y', 'https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7yjo250g30hs0qo7wl']",2018-11-19 00:00:00.000,web,Android,https://github.com/WGwangguan/SeparatedEditText,True,WGwangguan,2018-11-19
5bf228439d21223ddba8ca18,2018-11-19 03:04:35.596,使用Android MotionLayout构建的简单轮播。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7ylv4h1g307i0dckjl'],2018-11-19 00:00:00.000,chrome,Android,https://github.com/faob-dev/MotionLayoutCarousel,True,lijinshanmx,2018-11-19
5bf2290c9d21223ddba8ca1a,2018-11-19 03:07:56.130,Android库在同一个叠加层上展示/突出显示多个视图。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7ym8i9qj30u01hcwfq'],2018-11-19 00:00:00.000,chrome,Android,https://github.com/ujwalthote/MultiLamp,True,lijinshanmx,2018-11-19
5bf229989d21223ddba8ca1c,2018-11-19 03:10:16.925,适用于Android的轻量级刮刮卡查看库。,['https://ww1.sinaimg.cn/large/0073sXn7gy1fxd7ymvayig305008wt9k'],2018-11-19 00:00:00.000,chrome,Android,https://github.com/myinnos/AndroidScratchCard,True,lijinshanmx,2018-11-19
